id,name,fullDesc,raw_size_in_desc,dimensionsDesc,final_dimensions_desc
210E449DF58B436C8CDB167CACCDADF1,新石器时代龙山文化黑陶盒,未定级，口径：19.5厘米，底径：15厘米，高：12厘米。黑陶质地，子母口沿，腹部两侧各一大贯耳，饰1周凸弦纹，为盛器。,口径：19.5厘米，底径：15厘米，高：12厘米,口径：19.5，底径：15，高：12,口径：19.5，底径：15，高：12
21e9bec1f82e4194a2e527f6043edb7a,新石器时代龙山文化竹节纹蛋壳陶高柄杯,竹节纹蛋壳陶高柄杯  通高17.7cm、口直径10.7cm、口内径5.6cm、底径6.7cm、重94.5g。该杯细泥质磨光黑陶，全器轮制，器壁较薄；盘口大沿、深腹、尖底，杯胆呈长圆锥体，插入中空细高柄内，柄部饰细弦纹，竹节6节，小喇叭圈足；器形与器座系分制粘合。,通高17.7cm、口直径10.7cm、口内径5.6cm、底径6.7cm、重94.5g,外口径*内口径*底径：10.7*5.6*6.7,外口径*内口径*底径：10.7*5.6*6.7，通高17.7cm
2258f5814eda4d0296ee402e58a9482b,新石器时代龙山文化双耳陶壶,新石器时代龙山文化，酒器或水器。泥质黑陶，侈口，高领，鼓腹，假圈足，腹部饰有一对贯耳，有多道竖压印纹。口径3.7cm、腹径5.3cm、底径3.3cm、高6.4cm，重50g。1978年采集于日照尧王城遗址，日照市博物馆收藏。国家二级文物。,口径3.7cm、腹径5.3cm、底径3.3cm、高6.4cm，重50g,高*口径*底径*腹径：6.4*3.7*303*5.3,高*口径*底径*腹径：6.4*3.7*3.3*5.3
2F3364BEE1BD4B8E8599A6A2BF4D04D8,新石器时代大汶口文化黑陶壶,敞口、直颈、柳肩、折腹、平底，颈腹衔接处饰弦纹两周。通高14厘米，重172克。造型小巧玲珑，美观秀气。,通高14厘米，重172克,,通高14厘米
3063e6ad9a1547eca51482572e153955,新石器时代大汶口文化黑陶高柄杯,"新石器时代大汶口文化黑陶高柄杯，1983年陵阳河遗址出土。口径7.3厘米，高22.3厘米，底径6.5厘米。泥质黑陶。喇叭口，柄上细下粗，喇叭形足，柄自上至下饰滚压纹，并竖排列对称圆孔两排。
成套酿酒器的出土代表莒人在5000年前就已经成熟掌握酿酒技术，根据考证和多次实验论证，当时的酿酒流程与当今百姓自己酿造黄酒或者米酒的流程相差无几。在陵阳河遗址的大墓中，酒具占所有陪葬品的百分之四十五以上，证明当时酿酒饮酒之风已经盛行。这一组是在陵阳河遗址中出土的黑陶高柄杯，制作精良，器形规整，特别是在柄中所作的镂孔既减轻了器物的重量更增加了它的美观性，据音乐界的有关专家研究，有的高柄杯柄部的孔洞可以吹奏出动听的乐曲。",口径7.3厘米，高22.3厘米，底径6.5厘米,口径7.3、高22.3、底径6.5,口径7.3、高22.3、底径6.5
312C297B6AC6445794AD8744595CD10D,新石器时代龙山文化黑陶单耳杯,"未定级，长：11厘米，宽：8.2厘米，高：13.5厘米。
磨光泥质黑陶，束腰 ，杯身刻有三组双弦纹，扁带形鋬，饮水器。",长：11厘米，宽：8.2厘米，高：13.5厘米,长：11，宽：8.2，高：13.5,长：11，宽：8.2，高：13.5
32E8374BDF354B4799333FA3F5B2515B,新石器时代龙山文化黑陶高柄杯,"新石器时代龙山文化蛋壳黑陶杯，1999年莒县东莞出土，口沿的厚度仅有0.3毫米，整个器物重量为49克还不足一两，快轮成型，在器物底座上部还装饰有不规则的镂孔，制作十分精致。人们赋予蛋壳黑陶杯“黑如漆，薄如纸，明如镜，硬如瓷”的美誉。
距今约4600—4000年。是黄河中下游地区新石器晚期的文化遗存，因首先在山东省章丘市龙山镇发现而得名。其社会经济更加发达。集中出现在莒地的蛋壳陶，将原始制陶技术推向巅峰。它是中国原始制陶的巅峰之作。",口沿的厚度仅有0.3毫米，整个器物重量为49克还不足一两,高*口径*底径：13.1*10.4*6,高*口径*底径：13.1*10.4*6
3700000201862104A090408112022718,新石器时代大汶口文化单把白陶杯,泥质白陶。直筒形，口微外侈，口径与高度大致相等，环形把，器壁匀薄素面磨光，近底部有划弦纹一周，陶质洁白。,口径与高度大致相等,"口径10.2,底径8.6","口径10.2,底径8.6"
3700000201862104A090408131348015,新石器时代大汶口文化红陶兽形器,"红陶兽形壶，新石器时代大汶口文化，通高21.8、通长22.3、体宽14.5、足高7.9-8.4厘米。1959年山东泰安大汶口遗址出土。酒器。夹砂红陶，通体磨光，圆面耸耳，遍施红色陶衣，光润亮泽。拱鼻，张口，鼓腹，四足，短尾上翘，耳穿小孔，背装弧形提手，尾根部一筒形注水口，可受水，嘴可出水，体肥壮，腹部鼓起加大了容积，四足立起便于加热，造型生动美观，近似猪或狗形。全器构思巧妙，即是使用器，又不失艺术情趣，准确的把握了动物各部位的比例结构和体形特征，表现出大汶口先民们高超的制陶水平。
",通高21.8、通长22.3、体宽14.5、足高7.9-8.4厘米,"通长22.3,体宽14.5,足高7.9-8.4","通长22.3,体宽14.5,足高7.9-8.4，通高21.8"
3700000201862104A090408152441015,新石器时代龙山文化棕红陶实足鬶,"新石器时代龙山文化棕红陶实足鬶
红陶鬶，新石器时代龙山文化（距今约4600～4000年），高30.5、腹径14.9、裆高5.3厘米。1960年山东潍坊姚官庄遗址出土。夹砂陶，圆唇，侈口，流斜向前，粗长劲，腹略鼓，实足。鋬上刻划斜凹弦纹，颈腹之间有明显的弦纹一周，腹两侧有半环形耳和乳钉纹饰，腹与袋足之间有凸弦纹一周，器表有火烧痕迹。",高30.5、腹径14.9、裆高5.3厘米,"腹径15.6,足高6","腹径15.6（另有人测得腹径14.9）,足高6，高30.5，裆高5.3厘米"
3700000201862104A090423144432247,新石器时代龙山文化灰陶熏炉,灰陶熏炉，新石器时代龙山文化（距今约4600～4000年），高16.6、腹径13.7厘米。山东潍坊姚官庄遗址出土。器身顶部有一小口，口微外侈。器身上部呈覆豆形。下部略收，底部中有一条形长孔，孔两侧有两根平行的泥条形座。器身周身饰圆形、半月形、椭圆形小镂孔。,高16.6、腹径13.7厘米,腹径13.7,腹径13.7，高16.6
3700000201862104A090423153605434,新石器时代龙山文化陶塑人面,陶塑人面，新石器时代龙山文化（距今约4600～4000年），高6.4、宽6厘米。1960年山东潍坊姚官庄遗址出土。泥质褐陶，两眼外凸，类似男性。神像的出现时代很早，龙山文化除了陶塑人面外，还发现过玉雕人面，应该为山东地区出现神像的肇始。,高6.4、宽6厘米,"最宽6.3,最厚2.8","最宽6.3,最厚2.8，高6.4、宽6厘米"
3700000201862104A090423155039965,新石器时代龙山文化蛋壳黑陶高柄套杯,"蛋壳黑陶高柄套杯，新石器时代龙山文化，口径12、内径4.9、通高16.9、柄高13.2厘米。1960年山东潍坊姚官庄遗址出土。酒器。泥质黑陶，漆黑光亮，巧妙的套杯组合形式，杯如草帽，宽沿、深腹，竹节纹细长柄，杯套入柄内。蛋壳陶杯壁薄如蛋壳，极轻极薄，采用快轮制作，器形更加规整和匀称，制作难度极高，如此轻薄，能够完整保存下来更是不易。作为龙山文化陶器的代表作，体现了新石器时代陶器制作的最高水平。

",口径12、内径4.9、通高16.9、柄高13.2厘米,"口径12,内径4.9,通高16.9,柄高13.2","口径12,内径4.9,通高16.9,柄高13.2"
3700000201862104A090423160817512,新石器时代龙山文化白陶鬶形盉,白陶鬶形盉，新石器时代龙山文化（距今4600～4000年），通高30.8、口径7.9、流长9.5、裆高6.7、盖径8.3厘米。1960年山东潍坊姚官庄遗址出土。白陶，夹砂。鸟喙形流上昂，圆唇，粗长颈，有三分裆式大袋足，纽绳式鋬连接颈与腹。口上有盖，盖与鬶颈上部各有一小孔，用于穿绳将盖与器身连接。器身饰乳钉纹和凸弦纹。该陶盉造型独特，为山东龙山文化的代表性器物之一。,通高30.8、口径7.9、流长9.5、裆高6.7、盖径8.3厘米,"口径7.9,通高30.8,流长9.5,裆高6.7,盖径8.3","口径7.9,通高30.8,流长9.5,裆高6.7,盖径8.3"
3700000201862104A090424151743359,新石器时代大汶口文化网纹彩陶背壶,彩陶背壶，新石器时代大汶口文化（距今约6100～4600年），口径10、腹径23、底径7.9、高30.6厘米。山东泰安大汶口遗址出土。泥质红陶，侈口、短颈、椭圆腹、平底，腹部一侧有宽带竖耳一对，另一侧一突钮。肩腹部绘两层上下交错的黑色连三角网纹，下层两竖耳一段绘菱形网纹。器形完整，彩绘精美。,口径10、腹径23、底径7.9、高30.6厘米,口径10  腹径23  底径7.9  高30.6,口径10  腹径23  底径7.9  高30.6
3700000201862104B100421143449390,新石器时代大汶口文化黑陶镂孔高柄盖杯,"泥质黑陶。陶质细腻,表面透黑,器壁匀薄,不超过2毫米,侈口,下部收折,杯身较深,空心镂孔细柄,柄上有三列对称圆形与三角形孔,前浅盘式圈足。通心高柄覆豆式盖。","器壁匀薄,不超过2毫米","口径7.7,足径6.8,高17.5-17.8，盖径8.3，盖高7.2","口径7.7,足径6.8,高17.5-17.8，盖径8.3，盖高7.2"
3700000201862104B100426155857937,新石器时代龙山文化鸟喙足鼎,"黑陶鼎，新石器时代龙山文化（距今约4600～4000年），口径17、高15、足高5.3厘米。1960年山东潍坊姚官庄遗址出土。这是一件圆腹鼎，泥质黑陶。侈口,短颈,圆腹,鸟喙形足,腹部饰有凸凹弦纹和乳钉纹,附有两耳。

",口径17、高15、足高5.3厘米,口径17、高15、足高5.3,口径17、高15、足高5.3
3700000201862104C100420180433515,新石器时代大汶口文化宽肩白陶壶,"泥质白陶。侈口,粗长颈,扁腹,腹部有棱脊一周,素面磨光,陶质洁白,器形较小。",器形较小,高14.7、口径8.5、底径6.2,高14.7、口径8.5、底径6.2
3f05f8d842fb4458b921c030ca03e34e,黑陶罐,尺寸：30*20(cm)，重量：3kg，敞口，深腹，下腹内收，小平底。,尺寸：30*20(cm),30*20(cm),30*20(cm)
43bef139edeb44f4845b2e869576df1d,龙山文化中晚期黑陶罍," 1977年11月9日出土于孙家集街道火山埠遗址。
 高31.4、口径11厘米",高31.4、口径11厘米,,高31.4、口径11厘米
4C93BBE279074E588FA757E5F91C07C3,新石器时代大汶口文化红陶罐,"2012年出土于界石旸里店遗址，现藏威海市文登区博物馆。
明器，陶质。夹砂红褐陶，敞口，圆唇，略束颈，鼓腹，平底，素面。口径7厘米，腹径8.8厘米，底径6厘米，通高8厘米。新石器时代大汶口文化时期。",口径7厘米，腹径8.8厘米，底径6厘米，通高8厘米。,口径：6.6腹深：6.8底径：5.7,口径：6.6（另有人测得口径7厘米）腹深：6.8，底径：5.7（另有人测得底径6厘米），腹径8.8厘米，通高8厘米
4c41bb8d0a774e33a00c5a4ba69f9838,新石器时代龙山文化磨光黑陶罍,磨光黑陶罍   通高15.9cm、腹径17.5cm、底径7.0cm、重553.5g。陶罍为细泥质磨光黑陶；尖唇、直口、斜折肩、收腹，下腹急内收，呈平底假圈足，肩与下腹部置有四个对称的器耳；器身素面，隐约可见快轮制作留下的玄纹；口部盖一盒形器盖，器盖顶置桥形钮。,通高15.9cm、腹径17.5cm、底径7.0cm、重553.5g,腹径*口径*内口径*盖外径*盖内径*底径：17.5*6.1*5.6*7.7*7.2*7,腹径*口径*内口径*盖外径*盖内径*底径：17.5*6.1*5.6*7.7*7.2*7，通高15.9cm
4d62f8be240f42e198234b73c53a8ec0,新石器时代龙山文化灰陶蒸箅,新石器时代龙山文化，炊器。夹砂灰陶质，中间有钮凸出，上镂有排列紧密地透孔。直径11.1cm、高3.5cm，重184g。由山东大学东方考古研究中心于日照两城镇遗址发掘，于2004年拨交，日照市博物馆收藏。国家三级文物。,直径11.1cm、高3.5cm，重184g,直径11.1，高3.5,直径11.1，高3.5
4f35b385d1ca4822bde222e91b5dd730,新石器时代大汶口文化三足红陶罐,此展品为新石器时代文物。高16.8厘米，腹径15.7厘米，口径9.5厘米，质量701克。红陶，侈口，高颈，鼓腹，平底，锥形足外撇，肩部和上腹部各饰两道弦纹，弦纹内有两圈戳印纹，腹部有两道凸棱，制作精美。微残，口部有八处残缺，一个足缺，一个足残。现收藏于烟台市牟平区博物馆。,高16.8厘米，腹径15.7厘米，口径9.5厘米，质量701克,"高16.8,腹径15.7,口径9.5","高16.8,腹径15.7,口径9.5"
5348744b000647da91e345d0c5cbf8d8,新石器时代大汶口文化白陶箅状封口鬹,"为新石器时代大汶口文化陶鬹，1977年莒县陵阳河遗址出土。夹砂白陶烧制。圆口。口上有盖封住，盖上有筛眼，口部向上斜伸出鸟喙形流，细颈，鼓腹，三袋足。颈腹间安宽鋬，腹部饰一周附加堆纹。此器物设计科学，制作精湛。
这件陶鬶器形不大，但是造型特别。在其口上边有盖子封住，并在盖子上锥孔。封口上的筛眼，在煮水时可透气，又非常讲究卫生，防止有灰尘或者异物落入陶鬶内，还能起到过滤的作用，可谓是一举三得。这件器物和白陶鬶等在同时期文化中仅此一例，实属罕见，颇为难的。",这件陶鬶器形不大,高23，流长3.6，口径最大9.6，腹径最大12,高23，流长3.6，口径最大9.6，腹径最大12
56b91553ccaf4e65a63770c606593478,新石器时代大汶口文化白陶单耳杯,"白陶单耳杯
大汶口文化
泰安大汶口遗址出土
泰安市博物馆收藏
杯高11.2厘米，口径7.4厘米，腹径8.2厘米，底径5.6厘米。侈口，单耳。
",杯高11.2厘米，口径7.4厘米，腹径8.2厘米，底径5.6厘米,口径7.4，腹径8.2，底径5.6,口径7.4，腹径8.2，底径5.6，杯高11.2厘米
59b2cf50d43545a8ae12e263cf4a6a35,大汶口文化彩陶壶,"1977年3月出土于孙家集街道后胡营遗址出土
   高18.1、铠甲9.5厘米",高18.1、铠甲9.5厘米,,高18.1、铠甲9.5厘米
5fff92b612a74a989f9ec4228e8ef710,新石器时代大汶口文化黑陶高领罐,容器。新石器时代大汶口文化遗存。1983年莒县杭头遗址出土。泥质黑陶，通体磨光。侈口，凸圆唇，高领，斜肩，收腹，小平底；肩部饰一周泥条状附加堆纹，腹饰篮纹，并有一对称的鸡冠钮。通高35.4、口径15.4、底径9.7厘米。该器通体黑亮、制作精湛，保存完好，十分罕见。,通高35.4、口径15.4、底径9.7厘米,高35.4、口径15.5、壁厚0.65,高35.4、口径15.5、壁厚0.65，底径9.7厘米
75b16c6c35eb4c08ac2f19e2939ce38c,大汶口文化晚期白陶高炳杯,"   高20.4、口径10厘米
  1977年11月出土于孙家集街道火山埠遗址",高20.4、口径10厘米,,高20.4、口径10厘米
7979C5B435204EC692D47D35842B2ED0,新石器时代龙山文化黑陶三对足香薰炉,"未定级，口径：8.5厘米，底径：8厘米，腹径：11.6厘米，高：9.8厘米。
泥质黑陶，罐形，子母口沿，三组对足，肩部均匀分布18个小孔，腹部饰2周弦纹。",口径：8.5厘米，底径：8厘米，腹径：11.6厘米，高：9.8厘米,口径：8.5，底径：8，腹径：11.6，高：9.8,口径：8.5，底径：8，腹径：11.6，高：9.8
7DE761E18BDB436DA9EF1488BE67BA78,新石器时代大汶口文化黄陶壶,"新石器时代大汶口文化时期
未定级
2012年出土于界石旸里店遗址，现藏威海市文登区博物馆。
明器，陶质。泥质灰陶，表面光滑，尖唇，敞口，口略残，外圆唇内尖唇，折腹，平底。口径5.6厘米，腹径6.8厘米，底径3.8厘米，通高6.9厘米。",口径5.6厘米，腹径6.8厘米，底径3.8厘米，通高6.9厘米。,口径：8.2腹径：9.5腹深：10.2底径：5.6,口径：8.2腹径：9.5腹深：10.2底径：5.6（另有人测得口径5.6厘米，腹径6.8厘米，底径3.8厘米，通高6.9厘米）
7d8ce187134d4412aa88300f22294fc8,新石器时代龙山文化竹节纹蛋壳陶高柄杯,竹节纹蛋壳陶高柄杯  通高21.57cm、口直径12.85cm、内口径5.4cm、底径6.6cm、重104g。该杯细泥质磨光黑陶，全器轮制，器壁较薄；盘口大沿、深腹、尖底，杯胆呈长圆锥体，插入中空细高柄内，柄部饰细弦纹，竹节7节，小喇叭圈足；器形与器座系分制粘合。,通高21.57cm、口直径12.85cm、内口径5.4cm、底径6.6cm、重104g,外口径*内口径*底径：12.85*5.4*6.6,外口径*内口径*底径：12.85*5.4*6.6，通高21.57cm
7db8cb2d4594444d8ef36f8bc18436d6,龙山文化蛋壳陶杯蛋壳陶杯,"1974年6月20日出土于化龙镇埠子顶遗址
高14.2、口径12.4厘米，盘口薄0.3、底座薄0.8毫米",高14.2、口径12.4厘米，盘口薄0.3、底座薄0.8毫米,,高14.2、口径12.4厘米，盘口薄0.3、底座薄0.8毫米
